"Rooms","Type","Price","Method","SellerG","Date","Distance","Postcode","Bedroom2","Bathroom","Car","Landsize","BuildingArea","YearBuilt","CouncilArea","Lattitude","Longtitude"
3,1,13.6411571708195,2,97,2,9.2,3012,3,1,1,6.36990098282823,4.39444915467244,1900,11,-37.7885,144.8771
2,3,12.7218858108072,4,15,3,9.2,3012,2,1,1,0,4.24849524204936,2009,11,-37.7776,144.8723
3,1,13.6315877198033,4,134,6,9.2,3012,3,1,2,5.7037824746562,4.8283137373023,1950,11,-37.7896,144.8752
2,1,13.3785547827647,4,70,8,9.2,3012,2,1,2,5.59842195899838,4.55387689160054,1900,11,-37.7871,144.8791
3,1,13.4195006086269,4,15,9,9.2,3012,3,1,2,5.65248918026865,4.67282883446191,1910,11,-37.7813,144.8678
3,1,13.4516671245469,2,19,10,9.2,3012,3,1,2,5.36597601502185,4.98360662170834,2007,11,-37.7798,144.8661
2,3,12.7628272011846,1,60,11,9.2,3012,2,1,1,0,4.23410650459726,2011,11,-37.7795,144.8729
3,2,13.2267233927286,1,15,13,9.2,3012,3,1,2,5.34710753071747,4.79579054559674,2012,11,-37.7869,144.8749
2,3,12.7728059012345,2,60,14,9.2,3012,2,1,1,9.62245002280302,4.18965474202643,2012,11,-37.7795,144.8729
5,1,14.1156151504146,2,15,16,9.2,3012,5,3,2,6.26720054854136,5.8805329864007,2009,11,-37.7746,144.8727
2,2,13.1421660047005,4,134,20,9.2,3012,2,1,2,4.77068462446567,4.51085950651685,2014,11,-37.787,144.8748
3,1,13.1021606700868,4,15,24,9.2,3012,3,1,2,5.59471137960184,4.38202663467388,1960,11,-37.7844,144.8665
4,1,13.4224679698547,2,134,27,9.2,3012,4,1,1,6.38856140554563,4.38202663467388,1950,11,-37.7817,144.868
3,1,13.670484785914,4,70,28,9.2,3012,3,1,3,5.9427993751267,4.79579054559674,1940,11,-37.7874,144.8763
2,2,13.3046849341983,2,70,28,9.2,3012,2,2,1,4.97673374242057,4.71849887129509,2012,11,-37.7801,144.869
4,1,13.5580343275696,2,15,32,9.2,3012,4,1,2,5.80814248998044,4.91998092582813,1970,11,-37.7893,144.8818
3,1,14.5333503511146,2,72,35,7.4,3144,2,2,1,5.44241771052179,5.19295685089021,1890,17,-37.8607,145.0373
4,1,15.0567791470339,2,72,35,7.4,3144,4,2,2,6.21860011969173,5.73334127689775,2016,17,-37.8515,145.0324
4,1,14.6909792953182,5,84,37,7.4,3144,4,2,2,6.37331978957701,5.27299955856375,1890,17,-37.866,145.039
3,1,14.5210802585228,5,72,38,7.4,3144,3,2,2,5.98141421125448,4.65396035015752,1910,17,-37.8562,145.0373
2,3,13.3228522381537,4,84,41,7.4,3144,2,1,1,0,4.21950770517611,2008,17,-37.8515,145.0372
4,1,15.1505116246966,2,75,8,7.4,3144,4,3,2,6.3750248198281,5.97126183979046,2016,17,-37.8613,145.0393
3,2,14.1448143051069,1,84,9,7.4,3144,3,2,1,5.4249500174814,5.19849703126583,1995,17,-37.8577,145.0406
3,1,14.6972098450688,2,72,10,7.4,3144,3,1,3,6.54534966033442,4.85203026391962,1910,17,-37.8462,145.0386
2,3,13.2463493571853,4,60,10,7.4,3144,2,1,1,0,4.38202663467388,1970,17,-37.8633,145.0338
3,1,14.1780681650612,2,60,11,7.4,3144,2,1,1,5.74620319054015,4.88280192258637,1910,17,-37.8511,145.0317
2,2,13.1223633774043,2,136,12,7.4,3144,2,1,1,0,3.98898404656427,1970,17,-37.8693,145.0348
5,1,15.0392859895864,4,72,15,7.4,3144,4,3,4,6.69332366826995,5.82600010738045,1920,17,-37.8684,145.035
3,1,14.6720512854327,2,84,15,7.4,3144,3,2,4,6.15485809401642,5.45958551414416,1985,17,-37.851,145.0316
5,1,15.2600738272081,2,84,16,7.4,3144,5,3,3,6.36302810354046,5.76832099579377,1890,17,-37.8653,145.0304
2,1,14.0976774497279,2,69,20,7.4,3144,2,1,0,5.53733426701854,4.60517018598809,1900,17,-37.8674,145.0355
4,1,15.3251281351162,1,84,20,7.4,3144,4,4,2,6.57368016696065,5.06890420222023,1925,17,-37.8469,145.0377
4,1,14.4910028032855,4,72,23,7.4,3144,4,2,1,5.7037824746562,5.22035582507832,1890,17,-37.8638,145.0298
4,1,15.059665151923,2,84,23,7.4,3144,4,3,2,6.37161184723186,5.51342874616498,1915,17,-37.868,145.038
2,3,13.5144054651804,2,84,23,7.4,3144,2,1,1,0,4.51085950651685,1967,17,-37.8597,145.0322
5,1,14.6592305970036,2,84,23,7.4,3144,5,3,2,6.21660610108486,5.4510384535657,2006,17,-37.8631,145.0353
3,1,14.4935441007142,2,84,25,7.4,3144,3,2,1,5.50533153593236,4.66343909411207,1910,17,-37.871,145.0364
2,1,14.2041685477561,2,84,26,7.4,3144,2,1,1,5.44673737166631,4.55387689160054,2001,17,-37.8686,145.038
2,3,13.2776562618104,2,49,28,7.4,3144,2,1,1,0,4.30406509320417,1971,17,-37.854,145.041
3,1,14.2142866779216,2,84,30,11.2,3145,3,1,1,5.77455154554441,4.91998092582813,1910,17,-37.8726,145.0396
3,1,14.0061309175729,2,84,30,11.2,3145,3,2,1,5.82008293035236,4.98360662170834,1993,17,-37.8833,145.0697
4,1,14.6720512854327,2,84,31,11.2,3145,4,2,3,0,5.40717177146012,1915,17,-37.8755,145.0523
2,1,13.8508777018016,2,15,31,11.2,3145,2,1,1,5.73657229747919,4.62497281328427,1910,17,-37.8717,145.0399
3,1,14.6366111028347,2,84,31,11.2,3145,3,3,1,5.92958914338989,5.53733426701854,1930,17,-37.8727,145.0458
5,1,14.6699258861203,1,72,31,11.2,3145,5,2,2,6.34035930372775,5.78996017089725,1915,17,-37.8786,145.0495
4,1,14.6039679183285,5,72,34,11.2,3145,4,3,2,6.34035930372775,5.37063802812766,1920,17,-37.8742,145.0614
2,3,13.5797882244432,2,101,34,11.2,3145,2,1,2,5.27811465923052,4.69134788222914,1970,17,-37.8796,145.0876
4,1,13.9852533325514,2,84,35,11.2,3145,3,2,2,6.68085467879022,5.19295685089021,1950,17,-37.8783,145.0869
3,1,14.4236443641973,2,84,37,11.2,3145,4,2,1,6.64509096950564,5.27811465923052,1920,17,-37.8799,145.0552
3,2,14.0410512338782,2,72,38,11.2,3145,3,2,1,5.37527840768417,4.90527477843843,1994,17,-37.866,145.0549
3,2,13.7343005025387,2,72,1,11.2,3145,3,2,2,0,4.92725368515721,2000,17,-37.8782,145.0649
5,1,15.3846471736248,2,84,2,11.2,3145,5,2,4,6.72982407048948,5.58724865840025,1919,17,-37.8756,145.0561
1,3,12.7656884334656,4,136,2,11.2,3145,1,1,1,0,4.76217393479776,1975,17,-37.8769,145.0471
3,1,14.2569861035955,2,44,5,11.2,3145,3,2,2,6.53813982376767,5.01063529409626,1950,17,-37.8734,145.0887
4,1,14.5683407406854,2,72,6,11.2,3145,4,3,2,6.02102334934953,5.53733426701854,1930,17,-37.8707,145.0482
4,1,14.3461388090264,5,44,9,11.2,3145,4,3,2,5.89989735358249,4.70048036579242,1930,17,-37.8818,145.0548
2,1,13.9552725003394,1,72,9,11.2,3145,2,1,2,6.40357419793482,4.77912349311153,1960,17,-37.8835,145.0886
4,1,14.5091576135659,2,84,10,11.2,3145,4,2,2,6.26530121273771,5.49306144334055,1910,17,-37.8771,145.0505
3,1,14.4652281805969,1,23,11,11.2,3145,3,2,2,6.5510803350434,4.83628190695148,1920,17,-37.8807,145.0547
3,2,13.9421432088976,2,72,13,11.2,3145,3,3,2,0,4.86753445045558,1988,17,-37.8812,145.057
4,2,14.0306219375812,1,72,14,11.2,3145,4,2,2,5.73657229747919,5.19295685089021,1990,17,-37.8822,145.0837
3,2,13.9288392432713,1,72,14,11.2,3145,3,2,2,5.19849703126583,5.01727983681492,1990,17,-37.8823,145.0839
3,1,14.2209756660724,2,84,14,11.2,3145,3,1,2,6.78897174299217,5.10594547390058,1886,17,-37.8799,145.0738
3,3,13.4694929084995,2,60,15,11.2,3145,2,1,1,5.13579843705026,4.4188406077966,1975,17,-37.8689,145.0504
2,3,13.635187003833,2,72,15,11.2,3145,2,1,1,0,4.77068462446567,1930,17,-37.865,145.0506
3,1,14.4414489888308,2,72,16,11.2,3145,3,2,1,5.99146454710798,5.02388052084628,1930,17,-37.8718,145.0404
4,1,14.2729354050031,1,72,16,11.2,3145,4,2,1,6.22257626807137,5.56068163101553,1920,17,-37.8834,145.0635
2,3,13.6170596192404,2,14,19,11.2,3145,2,2,1,0,4.64439089914137,2013,17,-37.8823,145.0729
2,3,13.0815413828841,2,60,19,11.2,3145,2,1,1,0,4.30406509320417,1970,17,-37.8811,145.0524
3,1,14.3343043513794,2,60,20,11.2,3145,3,2,2,5.4553211153577,5.30330490805908,1998,17,-37.8695,145.05
1,3,12.6115377536383,1,4,21,11.2,3145,1,1,1,0,3.73766961828337,2013,17,-37.8764,145.0463
3,1,13.9108207377686,1,136,22,11.2,3145,3,1,2,6.46925031679577,4.83628190695148,1960,17,-37.875,145.0861
1,3,12.829333698626,4,60,22,11.2,3145,1,1,1,0,3.63758615972639,1965,17,-37.8728,145.0417
4,2,14.7555178164557,1,1,23,11.2,3145,4,3,2,6.05678401322862,5.82008293035236,2012,17,-37.8704,145.0503
3,1,13.774688563444,2,74,23,11.2,3145,3,2,1,5.73657229747919,4.7361984483945,1970,17,-37.8733,145.0883
1,3,12.6603279178078,2,72,26,11.2,3145,1,1,1,0,3.8286413964891,1940,17,-37.8704,145.0495
3,1,14.0755644632986,2,84,26,11.2,3145,3,1,1,5.80814248998044,4.99043258677874,1948,17,-37.8722,145.067
3,2,13.830399170458,2,84,26,11.2,3145,3,2,2,0,4.89783979995091,2013,17,-37.8689,145.06
2,3,13.1673367430471,2,25,26,11.2,3145,2,1,1,0,4.12713438504509,1960,17,-37.8801,145.0874
3,1,14.1044418498165,2,133,26,11.2,3145,3,2,2,6.40687998606931,4.89034912822175,1965,17,-37.8831,145.0879
2,3,12.9598444479066,4,60,26,11.2,3145,2,1,1,0,4.04305126783455,1997,17,-37.8804,145.0501
3,1,14.3283341843929,2,84,26,11.2,3145,3,2,1,5.92692602597041,5.04342511691925,1920,17,-37.8777,145.0608
4,1,14.1156151504146,5,72,26,11.2,3145,4,3,2,5.40267738187228,4.49980967033027,2010,17,-37.878,145.0666
3,1,14.3162858458768,2,129,27,11.2,3145,3,1,2,6.63856778916652,4.7361984483945,1925,17,-37.8814,145.0583
3,1,13.7642172635767,5,72,28,11.2,3145,3,1,1,5.66296048013595,4.88280192258637,1999,17,-37.8752,145.0817
3,1,14.3935274312706,2,120,28,11.2,3145,3,1,2,6.42162226780652,4.83628190695148,1950,17,-37.8846,145.0861
2,2,13.3847276418718,2,72,32,11.2,3145,2,2,1,0,4.78749174278205,2015,17,-37.8828,145.0528
3,1,13.79019274998,1,19,31,8.7,3032,3,1,2,6.3919171133926,5.03695260241363,1970,11,-37.763,144.8877
3,2,13.2356920627113,5,15,33,8.7,3032,3,2,2,4.34380542185368,4.74493212836325,2004,11,-37.7746,144.8798
2,2,12.7798730684576,4,15,35,8.7,3032,2,1,1,0,4.47733681447821,2004,11,-37.7716,144.882
3,2,13.2176735572087,4,15,38,8.7,3032,3,2,2,4.34380542185368,4.92725368515721,2000,11,-37.7743,144.8797
2,3,12.9480099902596,4,15,38,8.7,3032,2,1,2,8.64135583403666,4.63472898822964,1940,11,-37.773,144.8806
2,1,12.896716695872,2,118,38,8.7,3032,2,1,1,6.80682936039218,3.97029191355212,1985,11,-37.7679,144.8935
3,1,13.915355892934,2,97,38,8.7,3032,3,1,4,6.63594655568665,4.95582705760126,1950,11,-37.7707,144.8924
3,2,13.5007998131246,2,97,39,8.7,3032,3,1,2,5.52146091786225,4.88280192258637,2000,11,-37.7861,144.8897
3,3,13.4037758368425,2,126,39,8.7,3032,3,2,2,5.30826769740121,4.79579054559674,2006,11,-37.768,144.8894
2,2,12.9239124386805,2,15,1,8.7,3032,2,1,2,3.97029191355212,4.26267987704132,2000,11,-37.7736,144.8798
3,1,13.7321289490252,4,15,1,8.7,3032,3,1,2,6.53524127101366,4.70048036579242,1920,11,-37.7823,144.887
3,1,14.0931422945626,2,97,1,8.7,3032,3,2,2,6.46925031679577,5.35185813347607,1900,11,-37.7662,144.8971
5,1,13.9552725003394,4,15,1,8.7,3032,5,3,2,6.10031895202006,5.65599181081985,2002,11,-37.7712,144.8763
3,1,13.6494559736342,2,97,6,8.7,3032,3,2,2,5.40267738187228,5.29831736654804,2002,11,-37.7697,144.878
2,3,12.8992198260901,4,15,6,8.7,3032,2,1,2,8.28576542051433,4.46590811865458,2007,11,-37.7706,144.8805
3,1,13.8850366206129,2,15,9,8.7,3032,3,2,2,7.24136628332232,5.16478597392351,1955,11,-37.7833,144.888
2,2,13.1421660047005,1,124,9,8.7,3032,2,2,1,5.17048399503815,4.95582705760126,2010,11,-37.7693,144.8905
3,2,13.670484785914,1,32,11,8.7,3032,3,2,2,5.01727983681492,1.09861228866811,2010,11,-37.7855,144.8958
2,2,13.2533916398107,2,70,11,8.7,3032,3,1,2,4.58496747867057,4.85203026391962,2009,11,-37.7677,144.8925
4,1,14.4573644441367,5,97,13,8.7,3032,4,3,8,6.76272950693188,5.92425579741453,2013,11,-37.7682,144.8971
2,2,12.9692121979102,2,139,14,8.7,3032,2,1,1,4.4188406077966,4.47733681447821,1980,11,-37.7732,144.8927
3,1,13.0302480884965,4,118,14,8.7,3032,3,2,2,8.51258257885855,4.55387689160054,2005,11,-37.7737,144.8816
2,3,13.2463493571853,2,118,15,8.7,3032,2,2,1,8.01102337918644,4.38202663467388,2012,11,-37.7853,144.8944
2,2,12.9190224533863,2,97,15,8.7,3032,2,1,1,4.44265125649032,4.43081679884331,1980,11,-37.7732,144.8927
2,3,13.0604879736862,5,139,16,8.7,3032,2,2,1,0,4.36944785246702,2011,11,-37.7853,144.8999
3,1,13.5670491986658,5,97,19,8.7,3032,3,3,2,5.15329159449778,5.21493575760899,2000,11,-37.773,144.8947
2,2,12.9945300058944,1,126,20,8.7,3032,2,1,2,3.98898404656427,4.44265125649032,2000,11,-37.774,144.8797
4,1,13.8630618598225,4,17,21,8.7,3032,3,2,2,6.11368217983223,5.50125821054473,1999,11,-37.774,144.877
2,2,12.8992198260901,1,126,22,8.7,3032,2,1,2,3.98898404656427,4.44265125649032,2000,11,-37.774,144.8797
4,1,14.0102546347568,2,118,22,8.7,3032,4,3,4,6.41836493593621,4.95582705760126,1950,11,-37.7799,144.8879
4,1,13.9810249964418,4,82,23,8.7,3032,4,3,2,6.53378883793334,5.11198778835654,1960,11,-37.7713,144.8937
4,1,13.9261570780513,2,134,23,8.7,3032,4,3,2,5.78382518232974,5.33271879326537,2005,11,-37.7822,144.8922
2,3,12.9480099902596,2,2,23,8.7,3032,2,1,1,0,4.21950770517611,1970,11,-37.7678,144.8899
4,1,13.5541457938299,4,70,24,8.7,3032,4,2,2,5.37063802812766,5.44241771052179,2000,11,-37.7817,144.8916
5,1,13.956141687704,2,15,25,8.7,3032,5,2,5,6.5424719605068,5.44673737166631,1950,11,-37.7819,144.8901
3,1,13.7178977290973,2,118,26,8.7,3032,3,1,2,6.5191472879404,4.82028156560504,1950,11,-37.769,144.8935
2,3,13.2533916398107,1,87,26,8.7,3032,2,2,1,8.01102337918644,5.31811999384422,2012,11,-37.7853,144.8944
3,1,13.6170596192404,1,15,27,8.7,3032,3,2,2,5.31320597904179,5.07517381523383,2006,11,-37.7853,144.8972
3,1,13.7536351542462,2,70,27,8.7,3032,3,1,1,6.54391184556479,4.94875989037817,1940,11,-37.7825,144.886
4,1,13.8450693602058,2,70,27,8.7,3032,4,2,1,6.35088571671474,5.27811465923052,1925,11,-37.7844,144.8876
4,1,14.0225247273486,4,15,28,8.7,3032,3,3,2,5.59842195899838,5.37063802812766,2009,11,-37.7847,144.8962
3,1,13.692777792582,2,72,32,8.7,3032,3,2,2,5.35185813347607,5.4553211153577,2005,11,-37.7848,144.8969
3,1,13.6170596192404,5,15,32,8.7,3032,3,1,4,6.35957386867238,5.17048399503815,2006,11,-37.7837,144.8887
2,3,13.5670491986658,4,48,35,2.8,3000,2,2,1,0,4.44265125649032,1997,12,-37.8095,144.9691
2,3,13.1900220258781,2,56,38,2.8,3000,2,1,1,0,4.43081679884331,2001,12,-37.808,144.9617
2,3,13.0170028617465,5,90,39,2.8,3000,2,1,1,0,4.00733318523247,2014,12,-37.8091,144.9609
2,3,12.7938593104323,5,79,39,2.8,3000,2,1,0,0,4.18965474202643,1974,12,-37.8138,144.9548
2,3,13.407542319638,2,116,39,2.8,3000,2,1,1,0,4.38202663467388,2004,12,-37.8106,144.9646
1,3,12.863592648447,2,39,1,2.8,3000,1,1,0,0,4.15888308335967,1976,12,-37.8127,144.9627
1,3,13.3984788134846,2,57,1,2.8,3000,1,1,1,0,4.07753744390572,2006,12,-37.8157,144.9727
2,3,13.2085410736454,4,53,6,2.8,3000,2,1,1,0,4.20469261939097,2002,12,-37.8188,144.9544
1,3,13.0170028617465,5,39,6,2.8,3000,1,1,0,0,4.04305126783455,1960,12,-37.8178,144.9607
1,3,12.9761808672262,2,79,8,2.8,3000,1,1,1,0,3.93182563272433,2005,12,-37.8111,144.9715
3,3,13.5278284855125,2,53,10,2.8,3000,3,2,1,0,4.80402104473326,1998,12,-37.8095,144.9691
1,3,12.8346813049525,1,79,10,2.8,3000,1,1,0,7.25417784645652,3.85014760171006,2014,12,-37.8161,144.9712
1,3,13.4298480771523,2,90,13,2.8,3000,1,1,2,0,4.62497281328427,1965,12,-37.8132,144.9545
2,3,13.0604879736862,5,53,14,2.8,3000,2,1,2,0,4.00733318523247,1917,12,-37.816,144.9535
2,3,13.0877719326347,2,53,14,2.8,3000,1,1,1,0,4.21950770517611,2004,12,-37.8106,144.9646
1,3,13.4588356140255,5,25,16,2.8,3000,1,1,1,0,4.15888308335967,1920,12,-37.8157,144.9727
2,3,13.1615840905576,5,53,16,2.8,3000,1,1,1,8.30671904320269,4.21950770517611,2005,12,-37.8072,144.9623
1,3,12.9945300058944,2,57,20,2.8,3000,1,1,1,0,4.17438726989564,1920,12,-37.8168,144.9691
2,3,13.5049009808688,2,90,22,2.8,3000,2,2,1,0,4.54329478227,1965,12,-37.8166,144.9635
3,3,13.5410737122625,2,60,27,2.8,3000,2,2,1,0,4.48863636973214,1997,12,-37.8095,144.9691
2,3,12.7938593104323,5,39,28,2.8,3000,1,1,1,7.0352685992811,4.23410650459726,2009,12,-37.8211,144.9559
3,1,14.7710220029917,5,26,30,4.1,3206,3,1,1,5.63121178182137,4.89034912822175,1900,16,-37.8499,144.957
3,1,14.6699258861203,2,26,31,4.1,3206,3,1,2,5.62401750618734,4.88280192258637,1900,16,-37.8516,144.9624
2,3,13.1900220258781,2,60,35,4.1,3206,2,1,1,6.63331843328038,4.06044301054642,1930,16,-37.8474,144.9625
2,3,13.4588356140255,4,53,11,4.1,3206,2,1,1,0,4.20469261939097,1970,16,-37.8556,144.9669
4,1,14.9533435597857,2,84,16,4.1,3206,4,2,1,5.2040066870768,4.60517018598809,1900,16,-37.8518,144.9663
2,1,13.8402031705546,2,84,21,4.1,3206,2,1,0,4.81218435537242,4.29045944114839,1910,16,-37.8551,144.968
2,1,14.467835744004,2,84,23,4.1,3206,2,1,0,5.02388052084628,4.40671924726425,1910,16,-37.8498,144.9628
3,1,14.779829258849,2,53,24,4.1,3206,3,2,2,5.19849703126583,5.35658627467201,2010,16,-37.8536,144.9625
3,1,14.2209756660724,5,26,25,4.1,3206,3,2,1,5.01727983681492,5.10594547390058,1880,16,-37.847,144.9594
2,1,14.3040905727829,4,84,26,4.1,3206,2,1,0,5.02388052084628,4.72738781871234,1915,16,-37.8513,144.9586
3,1,14.4626138000228,1,53,28,4.1,3206,3,1,3,5.37989735354046,4.8283137373023,1900,16,-37.8474,144.9582
2,1,14.0931422945626,4,78,30,11.8,3127,2,1,1,6.41836493593621,4.74493212836325,1950,18,-37.8238,145.1135
2,3,13.5278284855125,2,130,33,11.8,3127,2,2,2,0,4.38202663467388,2003,18,-37.8161,145.1098
3,1,14.7663959346029,4,44,39,11.8,3127,3,3,2,7.04664727784876,5.41610040220442,1920,18,-37.812,145.1095
5,1,14.1519827945855,1,84,2,11.8,3127,5,4,2,5.87211778947542,3.2188758248682,1979,18,-37.812,145.1074
4,1,14.6039679183285,2,72,8,11.8,3127,4,2,2,6.83625927727707,5.29330482472449,1930,18,-37.8226,145.1103
3,2,14.0855376951773,2,44,10,11.8,3127,3,2,2,5.79909265446053,4.99721227376411,2001,18,-37.8167,145.107
4,1,14.6635224490851,2,75,14,11.8,3127,4,2,2,6.70073110954781,5.13579843705026,1938,18,-37.8118,145.1065
5,1,14.4115960256811,2,72,16,11.8,3127,5,1,0,6.56667242980324,5.33271879326537,1950,18,-37.8195,145.1134
2,3,13.4939269338368,5,72,16,11.8,3127,2,2,2,0,4.75359019110636,2005,18,-37.8161,145.1098
4,1,15.1764871110999,1,72,23,11.8,3127,4,2,6,7.69028602067677,5.78996017089725,1903,18,-37.8186,145.1134
3,2,13.9978321147582,2,72,25,11.8,3127,3,2,2,5.54126354515843,5.02388052084628,2000,18,-37.8192,145.111
3,1,14.2627572000874,2,72,26,11.8,3127,3,2,2,6.46146817635372,4.76217393479776,1950,18,-37.8173,145.1123
2,3,13.1615840905576,5,60,27,11.8,3127,2,1,1,0,4.52178857704904,2005,18,-37.8161,145.1098
3,3,13.4150329913671,2,97,30,6.9,3039,3,2,2,0,4.78749174278205,2000,14,-37.7672,144.9209
3,1,13.8690513248923,2,97,31,6.9,3039,3,2,2,0,5.24174701505964,2009,14,-37.7688,144.9054
2,3,12.7599577587566,2,97,31,6.9,3039,2,1,1,0,4.14313472639153,2007,14,-37.7677,144.9221
4,1,14.3921239222683,2,17,34,6.9,3039,4,3,2,6.42162226780652,5.30330490805908,1920,14,-37.7617,144.9052
3,1,14.1801536715522,2,97,34,6.9,3039,3,2,1,5.65948221575962,5.27811465923052,1880,14,-37.7698,144.9214
4,1,14.018451401961,4,97,34,6.9,3039,4,1,1,5.96100533962327,4.78749174278205,1920,14,-37.7692,144.9057
4,1,14.1836198795287,2,97,38,6.9,3039,3,3,2,5.95064255258773,5.18178355029209,1920,14,-37.7617,144.9272
3,1,13.8054602221108,1,63,39,6.9,3039,3,1,2,5.79301360838414,4.67282883446191,1900,14,-37.7658,144.9077
3,1,14.2537654888954,4,17,41,6.9,3039,3,2,3,6.16751649088834,5.55295958492162,2014,14,-37.7661,144.9076
3,1,13.9725143067739,2,121,41,6.9,3039,3,1,1,6.09356977004514,4.62497281328427,1930,14,-37.7585,144.928
4,1,13.9288392432713,5,97,41,6.9,3039,4,1,1,6.34738920965601,4.92725368515721,1915,14,-37.7659,144.9116
4,1,14.2407782933686,2,72,1,6.9,3039,3,2,1,6.06610809010375,5.02388052084628,1906,14,-37.7702,144.9268
3,1,13.6315877198033,2,72,1,6.9,3039,3,2,2,5.36597601502185,4.70953020131233,1997,14,-37.7709,144.9334
2,3,12.9480099902596,5,97,1,6.9,3039,2,1,1,0,4.40671924726425,1950,14,-37.7701,144.9079
4,1,14.6909792953182,2,126,1,6.9,3039,4,4,2,6.45519856334012,5.73009978297357,1900,14,-37.7629,144.9157
3,3,13.2445810101286,2,72,1,6.9,3039,2,2,1,0,4.74493212836325,2001,14,-37.7672,144.9209
2,3,13.2176735572087,5,153,1,6.9,3039,2,1,1,0,4.44265125649032,1990,14,-37.7617,144.9367
4,1,14.0069570225352,2,97,1,6.9,3039,3,1,3,6.16751649088834,4.98360662170834,1910,14,-37.7632,144.9292
3,1,14.3040905727829,2,9,2,6.9,3039,3,2,0,6.01126717440416,5.29330482472449,1900,14,-37.77,144.913
3,1,13.9639305630825,2,97,2,6.9,3039,3,1,1,6.10702288774225,4.89034912822175,1910,14,-37.7674,144.9084
4,1,14.124097591096,2,126,2,6.9,3039,4,1,2,6.11589212548303,4.97673374242057,1920,14,-37.7698,144.9336
2,1,13.7589402064759,2,97,2,6.9,3039,2,1,0,5.41610040220442,4.57471097850338,1890,14,-37.7639,144.9093
1,3,12.7938593104323,4,17,2,6.9,3039,1,1,1,0,3.98898404656427,1965,14,-37.7652,144.9116
2,1,13.6646876682297,2,97,3,6.9,3039,2,1,1,5.70711026474888,4.38202663467388,1920,14,-37.7695,144.9092
4,1,14.3083758563533,2,97,6,6.9,3039,4,1,3,6.289715570909,5.24702407216049,1900,14,-37.7701,144.9287
3,1,14.2243034561651,2,72,6,6.9,3039,3,2,2,5.51745289646471,5.12396397940326,2007,14,-37.7609,144.9296
2,2,13.1519221796459,5,41,6,6.9,3039,2,1,1,7.59135704669855,4.70953020131233,2006,14,-37.7677,144.9221
2,3,12.7068479334427,5,17,9,6.9,3039,2,1,1,0,3.66356164612965,2014,14,-37.7715,144.916
4,1,14.0946562993938,2,97,9,6.9,3039,3,1,1,6.30809844150953,5.25749537202778,1930,14,-37.7696,144.929
2,1,13.830399170458,2,97,9,6.9,3039,2,1,1,5.42934562895444,4.8283137373023,1910,14,-37.7685,144.9183
3,1,13.6411571708195,5,97,10,6.9,3039,3,1,0,5.7268477475872,4.91265488573605,1910,14,-37.7704,144.9083
5,1,14.4573644441367,5,97,10,6.9,3039,5,3,2,6.4707995037826,5.56452040732269,1925,14,-37.7625,144.9074
5,1,14.6656614873339,2,126,10,6.9,3039,5,3,3,6.4281052726846,5.91889385427315,2009,14,-37.7691,144.9321
3,1,14.1519827945855,4,17,11,6.9,3039,3,2,2,5.97635090929793,5.07517381523383,1890,14,-37.7699,144.9149
4,1,14.3102067998004,2,17,12,6.9,3039,4,2,1,6.07534603108868,5.79605775076537,1920,14,-37.7601,144.9228
3,1,14.2075526457403,2,2,13,6.9,3039,3,1,2,6.07764224334903,4.95582705760126,1910,14,-37.7704,144.9292
2,3,12.9239124386805,2,17,13,6.9,3039,2,1,1,0,4.07753744390572,1970,14,-37.7597,144.9188
5,2,13.7953078506468,1,97,14,6.9,3039,5,2,2,5.33271879326537,5.12396397940326,2004,14,-37.7615,144.9333
3,2,13.6441289412087,2,72,15,6.9,3039,3,2,1,5.37527840768417,5.04985600724954,1995,14,-37.7607,144.9314
4,1,14.1119045710181,4,17,15,6.9,3039,4,2,2,5.74620319054015,5.26269018890489,1910,14,-37.7709,144.9288
1,3,12.4874851049684,5,17,16,6.9,3039,1,1,1,0,3.71357206670431,1970,14,-37.758,144.9237
2,1,13.6518144652935,2,17,16,6.9,3039,2,1,1,5.84354441703136,4.55387689160054,1930,14,-37.773,144.9335
3,1,14.1696823716849,4,17,19,6.9,3039,3,1,1,6.26530121273771,5.06890420222023,1900,14,-37.7701,144.9172
3,2,14.1119045710181,4,9,19,6.9,3039,3,2,1,5.73657229747919,5.65948221575962,1930,14,-37.7639,144.9126
2,3,12.7068479334427,4,72,19,6.9,3039,3,1,1,0,3.98898404656427,1970,14,-37.7654,144.9094
4,2,13.4953052938069,2,97,19,6.9,3039,4,2,1,4.20469261939097,4.97673374242057,2000,14,-37.761,144.9262
3,1,14.0386541092785,2,118,21,6.9,3039,3,2,1,5.64544689764324,5.40267738187228,2002,14,-37.7638,144.9175
3,2,13.6762484906308,2,97,21,6.9,3039,3,2,2,5.04985600724954,5.02388052084628,2000,14,-37.7631,144.9357
3,1,14.3607376084476,1,97,22,6.9,3039,3,2,3,6.39024066706535,5.31320597904179,1950,14,-37.7609,144.905
2,3,13.3046849341983,2,153,22,6.9,3039,2,1,1,5.11198778835654,4.39444915467244,1965,14,-37.7624,144.9365
4,1,14.2243034561651,2,47,23,6.9,3039,4,2,2,6.08904487544685,5.0998664278242,1910,14,-37.7627,144.9278
3,1,13.6529916284665,2,97,24,6.9,3039,3,2,1,5.6021188208797,4.96284463025991,1915,14,-37.7682,144.9058
